18:04:37.548 **********  A1  **********
18:05:03.306 484, 1647270303306, thing(1,-2,obstacle,)
18:05:03.306 484, 1647270303306, thing(1,-4,obstacle,)
18:05:03.306 484, 1647270303306, thing(5,0,obstacle,)
18:05:03.306 484, 1647270303306, energy(100)
18:05:03.306 484, 1647270303306, thing(3,1,obstacle,)
18:05:03.306 484, 1647270303306, name(agentA1)
18:05:03.306 484, 1647270303306, lastAction(clear)
18:05:03.306 484, 1647270303306, team(A)
18:05:03.306 484, 1647270303306, task(task2,311,10,[req(0,1,b1)])
18:05:03.306 484, 1647270303306, teamSize(1)
18:05:03.306 $$$$$ RULE EXECUTION : If massim produces failed_random randomly : move randomly : w
18:05:03.416 **********  A1  **********
18:05:03.416 486, 1647270303416, deadline(1647270307321)
18:05:03.416 486, 1647270303416, simStart
18:05:03.416 486, 1647270303416, lastAction(move)
18:05:03.416 486, 1647270303416, thing(0,5,obstacle,)
18:05:03.416 486, 1647270303416, thing(-2,2,obstacle,)
18:05:03.416 486, 1647270303416, deactivated(false)
18:05:03.416 486, 1647270303416, thing(-2,-2,obstacle,)
18:05:03.416 486, 1647270303416, thing(0,1,obstacle,)
18:05:03.416 486, 1647270303416, thing(-2,0,obstacle,)
18:05:03.416 486, 1647270303416, thing(2,0,obstacle,)
18:05:03.416 486, 1647270303416, thing(0,-3,obstacle,)
18:05:03.416 486, 1647270303416, thing(0,-5,obstacle,)
18:05:03.416 486, 1647270303416, thing(2,-2,obstacle,)
18:05:03.416 486, 1647270303416, role(worker,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[2,1,1,0],0.3,1)
18:05:03.416 486, 1647270303416, thing(4,1,obstacle,)
18:05:03.416 486, 1647270303416, task(task0,137,10,[req(0,1,b2)])
18:05:03.416 486, 1647270303416, norm(n2,216,336,[requirement(role,constructor,1,)],16)
18:05:03.416 486, 1647270303416, requestAction
18:05:03.416 486, 1647270303416, role(explorer,7,[rotate,move,adopt,clear,detach,survey,skip,attach],[3,0],0.3,1)
18:05:03.416 486, 1647270303416, thing(-3,1,obstacle,)
18:05:03.416 486, 1647270303416, thing(-5,0,obstacle,)
18:05:03.416 486, 1647270303416, lastActionResult(success)
18:05:03.416 486, 1647270303416, thing(-1,0,obstacle,)
18:05:03.416 486, 1647270303416, thing(-1,-2,obstacle,)
18:05:03.416 486, 1647270303416, thing(1,1,obstacle,)
18:05:03.416 486, 1647270303416, thing(-1,-4,obstacle,)
18:05:03.416 486, 1647270303416, task(task3,278,90,[req(0,1,b0),req(0,2,b0),req(0,3,b2)])
18:05:03.416 486, 1647270303416, thing(1,-3,obstacle,)
18:05:03.416 486, 1647270303416, thing(3,0,obstacle,)
18:05:03.416 486, 1647270303416, lastActionParams([w])
18:05:03.416 486, 1647270303416, task(task1,119,40,[req(0,1,b1),req(69,1,b1)])
18:05:03.416 486, 1647270303416, role(default,5,[rotate,move,adopt,clear,detach,skip],[1],0.3,1)
18:05:03.416 486, 1647270303416, thing(-2,1,obstacle,)
18:05:03.416 486, 1647270303416, thing(-2,3,obstacle,)
18:05:03.416 486, 1647270303416, steps(750)
18:05:03.416 486, 1647270303416, thing(-2,-3,obstacle,)
18:05:03.416 486, 1647270303416, thing(0,-2,obstacle,)
18:05:03.416 486, 1647270303416, thing(2,-1,obstacle,)
18:05:03.416 486, 1647270303416, thing(0,-4,obstacle,)
18:05:03.416 486, 1647270303416, thing(4,0,obstacle,)
18:05:03.416 486, 1647270303416, role(digger,5,[rotate,move,adopt,clear,detach,skip],[1,0],1.0,5)
18:05:03.416 486, 1647270303416, actionID(211)
18:05:03.416 486, 1647270303416, role(constructor,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[1],0.3,1)
18:05:03.416 486, 1647270303416, thing(0,0,entity,A)
18:05:03.416 486, 1647270303416, timestamp(1647270303321)
18:05:03.416 486, 1647270303416, role(default)
18:05:03.416 486, 1647270303416, thing(-3,0,obstacle,)
18:05:03.416 486, 1647270303416, thing(-3,2,obstacle,)
18:05:03.416 486, 1647270303416, thing(-1,1,obstacle,)
18:05:03.416 486, 1647270303416, score(0)
18:05:03.416 486, 1647270303416, thing(-3,-2,obstacle,)
18:05:03.416 486, 1647270303416, thing(-1,-3,obstacle,)
18:05:03.416 486, 1647270303416, thing(1,-2,obstacle,)
18:05:03.416 486, 1647270303416, step(211)
18:05:03.416 486, 1647270303416, thing(5,0,obstacle,)
18:05:03.416 486, 1647270303416, thing(3,-1,obstacle,)
18:05:03.416 486, 1647270303416, energy(100)
18:05:03.416 486, 1647270303416, name(agentA1)
18:05:03.416 486, 1647270303416, team(A)
18:05:03.416 486, 1647270303416, task(task2,311,10,[req(0,1,b1)])
18:05:03.416 486, 1647270303416, teamSize(1)
18:05:03.416 $$$$$ RULE EXECUTION : When previous move is successful : move randomly : w
18:05:03.525 **********  A1  **********
18:05:03.525 488, 1647270303525, simStart
18:05:03.525 488, 1647270303525, lastAction(move)
18:05:03.525 488, 1647270303525, thing(0,5,obstacle,)
18:05:03.525 488, 1647270303525, thing(-2,2,obstacle,)
18:05:03.525 488, 1647270303525, deactivated(false)
18:05:03.525 488, 1647270303525, thing(-2,-2,obstacle,)
18:05:03.525 488, 1647270303525, thing(0,1,obstacle,)
18:05:03.525 488, 1647270303525, thing(-2,0,obstacle,)
18:05:03.525 488, 1647270303525, lastActionResult(failed_path)
18:05:03.525 488, 1647270303525, thing(2,0,obstacle,)
18:05:03.525 488, 1647270303525, thing(0,-3,obstacle,)
18:05:03.525 488, 1647270303525, thing(0,-5,obstacle,)
18:05:03.525 488, 1647270303525, thing(2,-2,obstacle,)
18:05:03.525 488, 1647270303525, role(worker,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[2,1,1,0],0.3,1)
18:05:03.525 488, 1647270303525, timestamp(1647270303431)
18:05:03.525 488, 1647270303525, thing(4,1,obstacle,)
18:05:03.525 488, 1647270303525, task(task0,137,10,[req(0,1,b2)])
18:05:03.525 488, 1647270303525, norm(n2,216,336,[requirement(role,constructor,1,)],16)
18:05:03.525 488, 1647270303525, deadline(1647270307447)
18:05:03.525 488, 1647270303525, requestAction
18:05:03.525 488, 1647270303525, role(explorer,7,[rotate,move,adopt,clear,detach,survey,skip,attach],[3,0],0.3,1)
18:05:03.525 488, 1647270303525, thing(-3,1,obstacle,)
18:05:03.525 488, 1647270303525, thing(-5,0,obstacle,)
18:05:03.525 488, 1647270303525, thing(-1,0,obstacle,)
18:05:03.525 488, 1647270303525, thing(-1,-2,obstacle,)
18:05:03.525 488, 1647270303525, thing(1,1,obstacle,)
18:05:03.525 488, 1647270303525, thing(-1,-4,obstacle,)
18:05:03.525 488, 1647270303525, task(task3,278,90,[req(0,1,b0),req(0,2,b0),req(0,3,b2)])
18:05:03.525 488, 1647270303525, thing(1,-3,obstacle,)
18:05:03.525 488, 1647270303525, thing(3,0,obstacle,)
18:05:03.525 488, 1647270303525, lastActionParams([w])
18:05:03.525 488, 1647270303525, task(task1,119,40,[req(0,1,b1),req(69,1,b1)])
18:05:03.525 488, 1647270303525, role(default,5,[rotate,move,adopt,clear,detach,skip],[1],0.3,1)
18:05:03.525 488, 1647270303525, thing(-2,1,obstacle,)
18:05:03.525 488, 1647270303525, thing(-2,3,obstacle,)
18:05:03.525 488, 1647270303525, steps(750)
18:05:03.525 488, 1647270303525, thing(-2,-3,obstacle,)
18:05:03.525 488, 1647270303525, thing(0,-2,obstacle,)
18:05:03.525 488, 1647270303525, thing(2,-1,obstacle,)
18:05:03.525 488, 1647270303525, thing(0,-4,obstacle,)
18:05:03.525 488, 1647270303525, thing(4,0,obstacle,)
18:05:03.525 488, 1647270303525, role(digger,5,[rotate,move,adopt,clear,detach,skip],[1,0],1.0,5)
18:05:03.525 488, 1647270303525, actionID(212)
18:05:03.525 488, 1647270303525, role(constructor,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[1],0.3,1)
18:05:03.525 488, 1647270303525, thing(0,0,entity,A)
18:05:03.525 488, 1647270303525, step(212)
18:05:03.525 488, 1647270303525, role(default)
18:05:03.525 488, 1647270303525, thing(-3,0,obstacle,)
18:05:03.525 488, 1647270303525, thing(-3,2,obstacle,)
18:05:03.525 488, 1647270303525, thing(-1,1,obstacle,)
18:05:03.525 488, 1647270303525, score(0)
18:05:03.525 488, 1647270303525, thing(-3,-2,obstacle,)
18:05:03.525 488, 1647270303525, thing(-1,-3,obstacle,)
18:05:03.525 488, 1647270303525, thing(1,-2,obstacle,)
18:05:03.525 488, 1647270303525, thing(5,0,obstacle,)
18:05:03.525 488, 1647270303525, thing(3,-1,obstacle,)
18:05:03.525 488, 1647270303525, energy(100)
18:05:03.525 488, 1647270303525, name(agentA1)
18:05:03.525 488, 1647270303525, team(A)
18:05:03.525 488, 1647270303525, task(task2,311,10,[req(0,1,b1)])
18:05:03.525 488, 1647270303525, teamSize(1)
18:05:03.525 $$$$$ RULE EXECUTION : If there is an obstacle in front of the agent : clear [[w]]
18:05:03.635 **********  A1  **********
18:05:03.635 490, 1647270303635, simStart
18:05:03.635 490, 1647270303635, thing(0,5,obstacle,)
18:05:03.635 490, 1647270303635, thing(-2,2,obstacle,)
18:05:03.635 490, 1647270303635, deactivated(false)
18:05:03.635 490, 1647270303635, thing(-2,-2,obstacle,)
18:05:03.635 490, 1647270303635, thing(0,1,obstacle,)
18:05:03.635 490, 1647270303635, thing(-2,0,obstacle,)
18:05:03.635 490, 1647270303635, thing(2,0,obstacle,)
18:05:03.635 490, 1647270303635, thing(0,-3,obstacle,)
18:05:03.635 490, 1647270303635, thing(0,-5,obstacle,)
18:05:03.635 490, 1647270303635, thing(2,-2,obstacle,)
18:05:03.635 490, 1647270303635, role(worker,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[2,1,1,0],0.3,1)
18:05:03.635 490, 1647270303635, thing(4,1,obstacle,)
18:05:03.635 490, 1647270303635, task(task0,137,10,[req(0,1,b2)])
18:05:03.635 490, 1647270303635, norm(n2,216,336,[requirement(role,constructor,1,)],16)
18:05:03.635 490, 1647270303635, timestamp(1647270303556)
18:05:03.635 490, 1647270303635, requestAction
18:05:03.635 490, 1647270303635, role(explorer,7,[rotate,move,adopt,clear,detach,survey,skip,attach],[3,0],0.3,1)
18:05:03.635 490, 1647270303635, thing(-3,1,obstacle,)
18:05:03.635 490, 1647270303635, thing(-5,0,obstacle,)
18:05:03.635 490, 1647270303635, lastActionResult(success)
18:05:03.635 490, 1647270303635, thing(-1,-2,obstacle,)
18:05:03.635 490, 1647270303635, thing(1,1,obstacle,)
18:05:03.635 490, 1647270303635, thing(-1,-4,obstacle,)
18:05:03.635 490, 1647270303635, task(task3,278,90,[req(0,1,b0),req(0,2,b0),req(0,3,b2)])
18:05:03.635 490, 1647270303635, thing(1,-3,obstacle,)
18:05:03.635 490, 1647270303635, deadline(1647270307556)
18:05:03.635 490, 1647270303635, thing(3,0,obstacle,)
18:05:03.635 490, 1647270303635, task(task1,119,40,[req(0,1,b1),req(69,1,b1)])
18:05:03.635 490, 1647270303635, role(default,5,[rotate,move,adopt,clear,detach,skip],[1],0.3,1)
18:05:03.635 490, 1647270303635, thing(-2,1,obstacle,)
18:05:03.635 490, 1647270303635, thing(-2,3,obstacle,)
18:05:03.635 490, 1647270303635, steps(750)
18:05:03.635 490, 1647270303635, thing(-2,-3,obstacle,)
18:05:03.635 490, 1647270303635, lastActionParams([-1,0])
18:05:03.635 490, 1647270303635, thing(0,-2,obstacle,)
18:05:03.635 490, 1647270303635, thing(2,-1,obstacle,)
18:05:03.635 490, 1647270303635, thing(0,-4,obstacle,)
18:05:03.635 490, 1647270303635, thing(4,0,obstacle,)
18:05:03.635 490, 1647270303635, role(digger,5,[rotate,move,adopt,clear,detach,skip],[1,0],1.0,5)
18:05:03.635 490, 1647270303635, actionID(213)
18:05:03.635 490, 1647270303635, role(constructor,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[1],0.3,1)
18:05:03.635 490, 1647270303635, thing(0,0,entity,A)
18:05:03.635 490, 1647270303635, step(213)
18:05:03.635 490, 1647270303635, role(default)
18:05:03.635 490, 1647270303635, thing(-3,0,obstacle,)
18:05:03.635 490, 1647270303635, thing(-3,2,obstacle,)
18:05:03.635 490, 1647270303635, thing(-1,1,obstacle,)
18:05:03.635 490, 1647270303635, score(0)
18:05:03.635 490, 1647270303635, thing(-3,-2,obstacle,)
18:05:03.635 490, 1647270303635, thing(-1,-3,obstacle,)
18:05:03.635 490, 1647270303635, thing(1,-2,obstacle,)
18:05:03.635 490, 1647270303635, thing(5,0,obstacle,)
18:05:03.635 490, 1647270303635, thing(3,-1,obstacle,)
18:05:03.635 490, 1647270303635, name(agentA1)
18:05:03.635 490, 1647270303635, energy(99)
18:05:03.635 490, 1647270303635, lastAction(clear)
18:05:03.635 490, 1647270303635, team(A)
18:05:03.635 490, 1647270303635, task(task2,311,10,[req(0,1,b1)])
18:05:03.635 490, 1647270303635, teamSize(1)
18:05:03.635 $$$$$ RULE EXECUTION : If there is an obstacle in front of the agent : clear [[-1,0]]
18:05:03.745 **********  A1  **********
18:05:03.745 492, 1647270303745, simStart
18:05:03.745 492, 1647270303745, thing(0,5,obstacle,)
18:05:03.745 492, 1647270303745, thing(-2,2,obstacle,)
18:05:03.745 492, 1647270303745, lastAction(move)
18:05:03.745 492, 1647270303745, deactivated(false)
18:05:03.745 492, 1647270303745, thing(-2,-2,obstacle,)
18:05:03.745 492, 1647270303745, thing(0,1,obstacle,)
18:05:03.745 492, 1647270303745, thing(-2,0,obstacle,)
18:05:03.745 492, 1647270303745, thing(0,-3,obstacle,)
18:05:03.745 492, 1647270303745, thing(0,-5,obstacle,)
18:05:03.745 492, 1647270303745, thing(2,-2,obstacle,)
18:05:03.745 492, 1647270303745, role(worker,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[2,1,1,0],0.3,1)
18:05:03.745 492, 1647270303745, thing(4,-1,obstacle,)
18:05:03.745 492, 1647270303745, task(task0,137,10,[req(0,1,b2)])
18:05:03.745 492, 1647270303745, norm(n2,216,336,[requirement(role,constructor,1,)],16)
18:05:03.745 492, 1647270303745, timestamp(1647270303682)
18:05:03.745 492, 1647270303745, requestAction
18:05:03.745 492, 1647270303745, role(explorer,7,[rotate,move,adopt,clear,detach,survey,skip,attach],[3,0],0.3,1)
18:05:03.745 492, 1647270303745, thing(-1,4,obstacle,)
18:05:03.745 492, 1647270303745, thing(-5,0,obstacle,)
18:05:03.745 492, 1647270303745, thing(-1,2,obstacle,)
18:05:03.745 492, 1647270303745, lastActionResult(success)
18:05:03.745 492, 1647270303745, thing(-1,0,obstacle,)
18:05:03.745 492, 1647270303745, deadline(1647270307682)
18:05:03.745 492, 1647270303745, thing(-1,-2,obstacle,)
18:05:03.745 492, 1647270303745, thing(1,1,obstacle,)
18:05:03.745 492, 1647270303745, thing(-1,-4,obstacle,)
18:05:03.745 492, 1647270303745, task(task3,278,90,[req(0,1,b0),req(0,2,b0),req(0,3,b2)])
18:05:03.745 492, 1647270303745, thing(1,-3,obstacle,)
18:05:03.745 492, 1647270303745, thing(3,-2,obstacle,)
18:05:03.745 492, 1647270303745, thing(3,0,obstacle,)
18:05:03.745 492, 1647270303745, lastActionParams([w])
18:05:03.745 492, 1647270303745, task(task1,119,40,[req(0,1,b1),req(69,1,b1)])
18:05:03.745 492, 1647270303745, role(default,5,[rotate,move,adopt,clear,detach,skip],[1],0.3,1)
18:05:03.745 492, 1647270303745, thing(-4,0,obstacle,)
18:05:03.745 492, 1647270303745, thing(-2,1,obstacle,)
18:05:03.745 492, 1647270303745, thing(-2,3,obstacle,)
18:05:03.745 492, 1647270303745, steps(750)
18:05:03.745 492, 1647270303745, thing(-2,-3,obstacle,)
18:05:03.745 492, 1647270303745, thing(2,1,obstacle,)
18:05:03.745 492, 1647270303745, thing(0,-2,obstacle,)
18:05:03.745 492, 1647270303745, thing(0,-4,obstacle,)
18:05:03.745 492, 1647270303745, thing(2,-3,obstacle,)
18:05:03.745 492, 1647270303745, thing(4,0,obstacle,)
18:05:03.745 492, 1647270303745, role(digger,5,[rotate,move,adopt,clear,detach,skip],[1,0],1.0,5)
18:05:03.745 492, 1647270303745, actionID(214)
18:05:03.745 492, 1647270303745, role(constructor,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[1],0.3,1)
18:05:03.745 492, 1647270303745, thing(0,0,entity,A)
18:05:03.745 492, 1647270303745, step(214)
18:05:03.745 492, 1647270303745, role(default)
18:05:03.745 492, 1647270303745, thing(-1,3,obstacle,)
18:05:03.745 492, 1647270303745, thing(-1,1,obstacle,)
18:05:03.745 492, 1647270303745, score(0)
18:05:03.745 492, 1647270303745, thing(-3,-2,obstacle,)
18:05:03.745 492, 1647270303745, thing(-1,-3,obstacle,)
18:05:03.745 492, 1647270303745, thing(1,-2,obstacle,)
18:05:03.745 492, 1647270303745, thing(1,-4,obstacle,)
18:05:03.745 492, 1647270303745, thing(5,0,obstacle,)
18:05:03.745 492, 1647270303745, thing(3,-1,obstacle,)
18:05:03.745 492, 1647270303745, energy(100)
18:05:03.745 492, 1647270303745, name(agentA1)
18:05:03.745 492, 1647270303745, team(A)
18:05:03.745 492, 1647270303745, task(task2,311,10,[req(0,1,b1)])
18:05:03.745 492, 1647270303745, teamSize(1)
18:05:03.745 $$$$$ RULE EXECUTION : When previous move is successful : move randomly : w
18:05:03.854 **********  A1  **********
18:05:03.854 494, 1647270303854, simStart
18:05:03.854 494, 1647270303854, thing(0,5,obstacle,)
18:05:03.854 494, 1647270303854, thing(-2,2,obstacle,)
18:05:03.854 494, 1647270303854, lastAction(move)
18:05:03.854 494, 1647270303854, deadline(1647270307839)
18:05:03.854 494, 1647270303854, deactivated(false)
18:05:03.854 494, 1647270303854, thing(-2,-2,obstacle,)
18:05:03.854 494, 1647270303854, thing(0,1,obstacle,)
18:05:03.854 494, 1647270303854, thing(-2,0,obstacle,)
18:05:03.854 494, 1647270303854, lastActionResult(failed_path)
18:05:03.854 494, 1647270303854, thing(0,-3,obstacle,)
18:05:03.854 494, 1647270303854, thing(0,-5,obstacle,)
18:05:03.854 494, 1647270303854, thing(2,-2,obstacle,)
18:05:03.854 494, 1647270303854, role(worker,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[2,1,1,0],0.3,1)
18:05:03.854 494, 1647270303854, thing(4,-1,obstacle,)
18:05:03.854 494, 1647270303854, task(task0,137,10,[req(0,1,b2)])
18:05:03.854 494, 1647270303854, norm(n2,216,336,[requirement(role,constructor,1,)],16)
18:05:03.854 494, 1647270303854, requestAction
18:05:03.854 494, 1647270303854, role(explorer,7,[rotate,move,adopt,clear,detach,survey,skip,attach],[3,0],0.3,1)
18:05:03.854 494, 1647270303854, thing(-1,4,obstacle,)
18:05:03.854 494, 1647270303854, thing(-5,0,obstacle,)
18:05:03.854 494, 1647270303854, thing(-1,2,obstacle,)
18:05:03.854 494, 1647270303854, thing(-1,0,obstacle,)
18:05:03.854 494, 1647270303854, thing(-1,-2,obstacle,)
18:05:03.854 494, 1647270303854, thing(1,1,obstacle,)
18:05:03.854 494, 1647270303854, thing(-1,-4,obstacle,)
18:05:03.854 494, 1647270303854, task(task3,278,90,[req(0,1,b0),req(0,2,b0),req(0,3,b2)])
18:05:03.854 494, 1647270303854, thing(1,-3,obstacle,)
18:05:03.854 494, 1647270303854, thing(3,-2,obstacle,)
18:05:03.854 494, 1647270303854, thing(3,0,obstacle,)
18:05:03.854 494, 1647270303854, lastActionParams([w])
18:05:03.854 494, 1647270303854, task(task1,119,40,[req(0,1,b1),req(69,1,b1)])
18:05:03.854 494, 1647270303854, role(default,5,[rotate,move,adopt,clear,detach,skip],[1],0.3,1)
18:05:03.854 494, 1647270303854, thing(-4,0,obstacle,)
18:05:03.854 494, 1647270303854, thing(-2,1,obstacle,)
18:05:03.854 494, 1647270303854, thing(-2,3,obstacle,)
18:05:03.854 494, 1647270303854, steps(750)
18:05:03.854 494, 1647270303854, thing(-2,-3,obstacle,)
18:05:03.854 494, 1647270303854, thing(2,1,obstacle,)
18:05:03.854 494, 1647270303854, thing(0,-2,obstacle,)
18:05:03.854 494, 1647270303854, thing(0,-4,obstacle,)
18:05:03.854 494, 1647270303854, thing(2,-3,obstacle,)
18:05:03.854 494, 1647270303854, thing(4,0,obstacle,)
18:05:03.854 494, 1647270303854, role(digger,5,[rotate,move,adopt,clear,detach,skip],[1,0],1.0,5)
18:05:03.854 494, 1647270303854, actionID(215)
18:05:03.854 494, 1647270303854, role(constructor,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[1],0.3,1)
18:05:03.854 494, 1647270303854, thing(0,0,entity,A)
18:05:03.854 494, 1647270303854, step(215)
18:05:03.854 494, 1647270303854, role(default)
18:05:03.854 494, 1647270303854, thing(-1,3,obstacle,)
18:05:03.854 494, 1647270303854, timestamp(1647270303823)
18:05:03.854 494, 1647270303854, thing(-1,1,obstacle,)
18:05:03.854 494, 1647270303854, score(0)
18:05:03.854 494, 1647270303854, thing(-3,-2,obstacle,)
18:05:03.854 494, 1647270303854, thing(-1,-3,obstacle,)
18:05:03.854 494, 1647270303854, thing(1,-2,obstacle,)
18:05:03.854 494, 1647270303854, thing(1,-4,obstacle,)
18:05:03.854 494, 1647270303854, thing(5,0,obstacle,)
18:05:03.854 494, 1647270303854, thing(3,-1,obstacle,)
18:05:03.854 494, 1647270303854, energy(100)
18:05:03.854 494, 1647270303854, name(agentA1)
18:05:03.854 494, 1647270303854, team(A)
18:05:03.854 494, 1647270303854, task(task2,311,10,[req(0,1,b1)])
18:05:03.854 494, 1647270303854, teamSize(1)
18:05:03.854 $$$$$ RULE EXECUTION : If there is an obstacle in front of the agent : clear [[w]]
18:05:03.964 **********  A1  **********
18:05:03.964 496, 1647270303964, simStart
18:05:03.964 496, 1647270303964, thing(0,5,obstacle,)
18:05:03.964 496, 1647270303964, thing(-2,2,obstacle,)
18:05:03.964 496, 1647270303964, deactivated(false)
18:05:03.964 496, 1647270303964, thing(-2,-2,obstacle,)
18:05:03.964 496, 1647270303964, thing(0,1,obstacle,)
18:05:03.964 496, 1647270303964, thing(-2,0,obstacle,)
18:05:03.964 496, 1647270303964, thing(0,-3,obstacle,)
18:05:03.964 496, 1647270303964, thing(0,-5,obstacle,)
18:05:03.964 496, 1647270303964, thing(2,-2,obstacle,)
18:05:03.964 496, 1647270303964, role(worker,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[2,1,1,0],0.3,1)
18:05:03.964 496, 1647270303964, thing(4,-1,obstacle,)
18:05:03.964 496, 1647270303964, task(task0,137,10,[req(0,1,b2)])
18:05:03.964 496, 1647270303964, norm(n2,216,336,[requirement(role,constructor,1,)],16)
18:05:03.964 496, 1647270303964, requestAction
18:05:03.964 496, 1647270303964, role(explorer,7,[rotate,move,adopt,clear,detach,survey,skip,attach],[3,0],0.3,1)
18:05:03.964 496, 1647270303964, thing(-1,4,obstacle,)
18:05:03.964 496, 1647270303964, thing(-5,0,obstacle,)
18:05:03.964 496, 1647270303964, thing(-1,2,obstacle,)
18:05:03.964 496, 1647270303964, thing(-1,0,obstacle,)
18:05:03.964 496, 1647270303964, thing(-1,-2,obstacle,)
18:05:03.964 496, 1647270303964, thing(1,1,obstacle,)
18:05:03.964 496, 1647270303964, thing(-1,-4,obstacle,)
18:05:03.964 496, 1647270303964, task(task3,278,90,[req(0,1,b0),req(0,2,b0),req(0,3,b2)])
18:05:03.964 496, 1647270303964, thing(1,-3,obstacle,)
18:05:03.964 496, 1647270303964, thing(3,-2,obstacle,)
18:05:03.964 496, 1647270303964, thing(3,0,obstacle,)
18:05:03.964 496, 1647270303964, timestamp(1647270303902)
18:05:03.964 496, 1647270303964, task(task1,119,40,[req(0,1,b1),req(69,1,b1)])
18:05:03.964 496, 1647270303964, role(default,5,[rotate,move,adopt,clear,detach,skip],[1],0.3,1)
18:05:03.964 496, 1647270303964, thing(-4,0,obstacle,)
18:05:03.964 496, 1647270303964, thing(-2,1,obstacle,)
18:05:03.964 496, 1647270303964, deadline(1647270307902)
18:05:03.964 496, 1647270303964, thing(-2,3,obstacle,)
18:05:03.964 496, 1647270303964, steps(750)
18:05:03.964 496, 1647270303964, thing(-2,-3,obstacle,)
18:05:03.964 496, 1647270303964, lastActionParams([-1,0])
18:05:03.964 496, 1647270303964, thing(2,1,obstacle,)
18:05:03.964 496, 1647270303964, thing(0,-2,obstacle,)
18:05:03.964 496, 1647270303964, thing(0,-4,obstacle,)
18:05:03.964 496, 1647270303964, thing(2,-3,obstacle,)
18:05:03.964 496, 1647270303964, thing(4,0,obstacle,)
18:05:03.964 496, 1647270303964, lastActionResult(failed_random)
18:05:03.964 496, 1647270303964, role(digger,5,[rotate,move,adopt,clear,detach,skip],[1,0],1.0,5)
18:05:03.964 496, 1647270303964, actionID(216)
18:05:03.964 496, 1647270303964, role(constructor,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[1],0.3,1)
18:05:03.964 496, 1647270303964, thing(0,0,entity,A)
18:05:03.964 496, 1647270303964, role(default)
18:05:03.964 496, 1647270303964, step(216)
18:05:03.964 496, 1647270303964, thing(-1,3,obstacle,)
18:05:03.964 496, 1647270303964, thing(-1,1,obstacle,)
18:05:03.964 496, 1647270303964, score(0)
18:05:03.964 496, 1647270303964, thing(-3,-2,obstacle,)
18:05:03.964 496, 1647270303964, thing(-1,-3,obstacle,)
18:05:03.964 496, 1647270303964, thing(1,-2,obstacle,)
18:05:03.964 496, 1647270303964, thing(1,-4,obstacle,)
18:05:03.964 496, 1647270303964, thing(5,0,obstacle,)
18:05:03.964 496, 1647270303964, thing(3,-1,obstacle,)
18:05:03.964 496, 1647270303964, energy(100)
18:05:03.964 496, 1647270303964, name(agentA1)
18:05:03.964 496, 1647270303964, lastAction(clear)
18:05:03.964 496, 1647270303964, team(A)
18:05:03.964 496, 1647270303964, task(task2,311,10,[req(0,1,b1)])
18:05:03.964 496, 1647270303964, teamSize(1)
18:05:03.964 $$$$$ RULE EXECUTION : If massim produces failed_random randomly : move randomly : w
18:05:04.080 **********  A1  **********
18:05:04.080 498, 1647270304080, simStart
18:05:04.080 498, 1647270304080, thing(0,5,obstacle,)
18:05:04.080 498, 1647270304080, thing(-2,2,obstacle,)
18:05:04.080 498, 1647270304080, lastAction(move)
18:05:04.080 498, 1647270304080, deactivated(false)
18:05:04.080 498, 1647270304080, thing(-2,-2,obstacle,)
18:05:04.080 498, 1647270304080, thing(0,1,obstacle,)
18:05:04.080 498, 1647270304080, thing(-2,0,obstacle,)
18:05:04.080 498, 1647270304080, lastActionResult(failed_path)
18:05:04.080 498, 1647270304080, thing(0,-3,obstacle,)
18:05:04.080 498, 1647270304080, thing(0,-5,obstacle,)
18:05:04.080 498, 1647270304080, thing(2,-2,obstacle,)
18:05:04.080 498, 1647270304080, role(worker,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[2,1,1,0],0.3,1)
18:05:04.080 498, 1647270304080, thing(4,-1,obstacle,)
18:05:04.080 498, 1647270304080, task(task0,137,10,[req(0,1,b2)])
18:05:04.080 498, 1647270304080, norm(n2,216,336,[requirement(role,constructor,1,)],16)
18:05:04.080 498, 1647270304080, requestAction
18:05:04.080 498, 1647270304080, role(explorer,7,[rotate,move,adopt,clear,detach,survey,skip,attach],[3,0],0.3,1)
18:05:04.080 498, 1647270304080, thing(-1,4,obstacle,)
18:05:04.080 498, 1647270304080, thing(-5,0,obstacle,)
18:05:04.080 498, 1647270304080, thing(-1,2,obstacle,)
